ship_id,localized_name,tech_id,class,stats,rule,description
ship_type_destroyer_11,Autonomous Fleet Destroyer,tech_military_naval_forces_11,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=13; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=4200; modifier.ship_crew_max_add=60; modifier.ship_movement_speed_add=10; modifier.ship_supply_capacity_add=60; modifier.ship_hull_damage_add=95; modifier.ship_crew_damage_add=60; modifier.ship_armor_add=80; modifier.ship_critical_hit_chance_add=0.33; modifier.ship_critical_hit_multiplier_add=2.4; modifier.ship_vulnerability_add=5; modifier.ship_screening_add=240; modifier.ship_readiness_gain_add=16; modifier.ship_accuracy_add=22; modifier.ship_visibility_add=32; modifier.ship_detection_add=140; modifier.ship_blockade_strength_add=280; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.13; construction_goods.goods_input_steel_add=2900; construction_goods.goods_input_engines_add=1450; construction_goods.goods_input_computers_add=900; materiel_goods.goods_input_oil_add=1.6; materiel_goods.goods_input_steel_add=1.4; materiel_goods.goods_input_ammunition_add=1.4; materiel_goods.goods_input_computers_add=1.2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","An autonomous fleet destroyer couples dense sensors with machine-speed defensive control. It escorts larger ships by assigning missiles, drones, jammers, and guns against threats in fractions of a second, reducing the reaction delay that once defined fleet air defense."
ship_type_destroyer_12,Hypersonic Defense Destroyer,tech_military_naval_forces_12,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=14; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=4400; modifier.ship_crew_max_add=40; modifier.ship_movement_speed_add=11; modifier.ship_supply_capacity_add=65; modifier.ship_hull_damage_add=100; modifier.ship_crew_damage_add=65; modifier.ship_armor_add=90; modifier.ship_critical_hit_chance_add=0.34; modifier.ship_critical_hit_multiplier_add=2.5; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=250; modifier.ship_readiness_gain_add=17; modifier.ship_accuracy_add=24; modifier.ship_visibility_add=34; modifier.ship_detection_add=150; modifier.ship_blockade_strength_add=300; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.135; construction_goods.goods_input_steel_add=3100; construction_goods.goods_input_engines_add=1550; construction_goods.goods_input_computers_add=1000; materiel_goods.goods_input_oil_add=1.8; materiel_goods.goods_input_steel_add=1.6; materiel_goods.goods_input_ammunition_add=1.6; materiel_goods.goods_input_computers_add=1.4,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Hypersonic interceptors extend the destroyer’s defensive umbrella far beyond the horizon. The ship is designed to kill incoming boost and glide weapons early, before terminal maneuvers compress the engagement window to seconds."
ship_type_destroyer_13,Uncrewed Missile Destroyer,tech_military_naval_forces_13,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=15; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=4600; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=12; modifier.ship_supply_capacity_add=70; modifier.ship_hull_damage_add=105; modifier.ship_crew_damage_add=70; modifier.ship_armor_add=100; modifier.ship_critical_hit_chance_add=0.35; modifier.ship_critical_hit_multiplier_add=2.6; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=260; modifier.ship_readiness_gain_add=18; modifier.ship_accuracy_add=26; modifier.ship_visibility_add=36; modifier.ship_detection_add=160; modifier.ship_blockade_strength_add=320; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.14; construction_goods.goods_input_steel_add=3300; construction_goods.goods_input_engines_add=1650; construction_goods.goods_input_computers_add=1100; materiel_goods.goods_input_oil_add=2; materiel_goods.goods_input_steel_add=1.8; materiel_goods.goods_input_ammunition_add=1.8; materiel_goods.goods_input_computers_add=1.6,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Removing most of the crew frees internal volume for missiles, power systems, and damage isolation. The uncrewed destroyer can be risked aggressively as a forward sensor and weapons node without accepting the political and human cost of losing a conventional escort."
ship_type_destroyer_14,Drone Screen Destroyer,tech_military_naval_forces_14,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=16; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=4800; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=13; modifier.ship_supply_capacity_add=75; modifier.ship_hull_damage_add=110; modifier.ship_crew_damage_add=75; modifier.ship_armor_add=110; modifier.ship_critical_hit_chance_add=0.36; modifier.ship_critical_hit_multiplier_add=2.7; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=270; modifier.ship_readiness_gain_add=19; modifier.ship_accuracy_add=28; modifier.ship_visibility_add=38; modifier.ship_detection_add=170; modifier.ship_blockade_strength_add=340; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.145; construction_goods.goods_input_steel_add=3500; construction_goods.goods_input_engines_add=1750; construction_goods.goods_input_computers_add=1200; materiel_goods.goods_input_oil_add=2.2; materiel_goods.goods_input_steel_add=2; materiel_goods.goods_input_ammunition_add=2; materiel_goods.goods_input_computers_add=1.8,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Drone screen destroyers launch clouds of unmanned aircraft and surface craft to push the fleet’s defensive perimeter outward. The escorts hunt submarines, relay targeting, jam seekers, and physically interpose themselves between high-value ships and incoming weapons."
ship_type_destroyer_15,Directed-Energy Destroyer,tech_military_naval_forces_15,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=17; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=5000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=14; modifier.ship_supply_capacity_add=80; modifier.ship_hull_damage_add=115; modifier.ship_crew_damage_add=80; modifier.ship_armor_add=120; modifier.ship_critical_hit_chance_add=0.37; modifier.ship_critical_hit_multiplier_add=2.8; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=280; modifier.ship_readiness_gain_add=20; modifier.ship_accuracy_add=30; modifier.ship_visibility_add=40; modifier.ship_detection_add=180; modifier.ship_blockade_strength_add=360; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.15; construction_goods.goods_input_steel_add=3700; construction_goods.goods_input_engines_add=1850; construction_goods.goods_input_computers_add=1300; materiel_goods.goods_input_oil_add=2.4; materiel_goods.goods_input_steel_add=2.2; materiel_goods.goods_input_ammunition_add=2.2; materiel_goods.goods_input_computers_add=2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","High-energy lasers and microwave arrays transform close fleet defense. Instead of trading an expensive interceptor for every cheap drone or missile, the destroyer can engage repeatedly so long as its power and thermal systems can keep pace."
ship_type_destroyer_16,Fusion Fleet Destroyer,tech_military_naval_forces_16,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=18; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=5200; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=15; modifier.ship_supply_capacity_add=85; modifier.ship_hull_damage_add=120; modifier.ship_crew_damage_add=85; modifier.ship_armor_add=130; modifier.ship_critical_hit_chance_add=0.38; modifier.ship_critical_hit_multiplier_add=2.9; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=290; modifier.ship_readiness_gain_add=21; modifier.ship_accuracy_add=32; modifier.ship_visibility_add=42; modifier.ship_detection_add=190; modifier.ship_blockade_strength_add=380; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.155; construction_goods.goods_input_steel_add=3900; construction_goods.goods_input_engines_add=1950; construction_goods.goods_input_computers_add=1400; materiel_goods.goods_input_oil_add=2.6; materiel_goods.goods_input_steel_add=2.4; materiel_goods.goods_input_ammunition_add=2.4; materiel_goods.goods_input_computers_add=2.2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Fusion propulsion supplies the electrical appetite of sensors, defensive weapons, and high-speed maneuver without sacrificing endurance. The ship can accompany fast task forces indefinitely while maintaining a continuous high-power combat posture."
ship_type_destroyer_17,Adaptive Escort Destroyer,tech_military_naval_forces_17,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=19; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=5400; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=16; modifier.ship_supply_capacity_add=90; modifier.ship_hull_damage_add=125; modifier.ship_crew_damage_add=90; modifier.ship_armor_add=140; modifier.ship_critical_hit_chance_add=0.39; modifier.ship_critical_hit_multiplier_add=3; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=300; modifier.ship_readiness_gain_add=22; modifier.ship_accuracy_add=34; modifier.ship_visibility_add=44; modifier.ship_detection_add=200; modifier.ship_blockade_strength_add=400; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.16; construction_goods.goods_input_steel_add=4100; construction_goods.goods_input_engines_add=2050; construction_goods.goods_input_computers_add=1500; materiel_goods.goods_input_oil_add=2.8; materiel_goods.goods_input_steel_add=2.6; materiel_goods.goods_input_ammunition_add=2.6; materiel_goods.goods_input_computers_add=2.4,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Adaptive escort systems reconfigure radar apertures, electronic warfare, weapon allocation, and even hull signature according to the threat environment. The destroyer changes its defensive personality from antisubmarine hunter to missile screen to electronic decoy without returning to port."
ship_type_destroyer_18,Orbital-Linked Destroyer,tech_military_naval_forces_18,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=20; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=5600; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=17; modifier.ship_supply_capacity_add=95; modifier.ship_hull_damage_add=130; modifier.ship_crew_damage_add=95; modifier.ship_armor_add=150; modifier.ship_critical_hit_chance_add=0.4; modifier.ship_critical_hit_multiplier_add=3.1; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=310; modifier.ship_readiness_gain_add=23; modifier.ship_accuracy_add=36; modifier.ship_visibility_add=46; modifier.ship_detection_add=210; modifier.ship_blockade_strength_add=420; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.165; construction_goods.goods_input_steel_add=4300; construction_goods.goods_input_engines_add=2150; construction_goods.goods_input_computers_add=1600; materiel_goods.goods_input_oil_add=3; materiel_goods.goods_input_steel_add=2.8; materiel_goods.goods_input_ammunition_add=2.8; materiel_goods.goods_input_computers_add=2.6,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.",Orbital-linked destroyers receive fire-control quality data from sensors far beyond the fleet’s own horizon. They can launch interceptors against threats they have never directly observed and contribute their weapons to a planetary-scale defensive network.
ship_type_destroyer_19,Self-Sustaining Escort Destroyer,tech_military_naval_forces_19,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=21; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=5800; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=18; modifier.ship_supply_capacity_add=100; modifier.ship_hull_damage_add=135; modifier.ship_crew_damage_add=100; modifier.ship_armor_add=160; modifier.ship_critical_hit_chance_add=0.41; modifier.ship_critical_hit_multiplier_add=3.2; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=320; modifier.ship_readiness_gain_add=24; modifier.ship_accuracy_add=38; modifier.ship_visibility_add=48; modifier.ship_detection_add=220; modifier.ship_blockade_strength_add=440; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.17; construction_goods.goods_input_steel_add=4500; construction_goods.goods_input_engines_add=2250; construction_goods.goods_input_computers_add=1700; materiel_goods.goods_input_oil_add=3.2; materiel_goods.goods_input_steel_add=3; materiel_goods.goods_input_ammunition_add=3; materiel_goods.goods_input_computers_add=2.8,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Automated repair shops, additive manufacturing, and closed-cycle stores let this escort stay with a fleet through campaigns that would exhaust ordinary logistics. Damage that once demanded a shipyard can be stabilized and partially rebuilt while underway."
ship_type_destroyer_20,Planetary Defense Destroyer,tech_military_naval_forces_20,destroyer,modification_construction_cost=80; modifier.ship_max_distance_to_port_add=22; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=6000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=19; modifier.ship_supply_capacity_add=105; modifier.ship_hull_damage_add=140; modifier.ship_crew_damage_add=105; modifier.ship_armor_add=170; modifier.ship_critical_hit_chance_add=0.42; modifier.ship_critical_hit_multiplier_add=3.3; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=330; modifier.ship_readiness_gain_add=25; modifier.ship_accuracy_add=40; modifier.ship_visibility_add=50; modifier.ship_detection_add=230; modifier.ship_blockade_strength_add=460; modifier.ship_carrying_capacity_add=1; modifier.ship_marine_capacity_add=0.175; construction_goods.goods_input_steel_add=4700; construction_goods.goods_input_engines_add=2350; construction_goods.goods_input_computers_add=1800; materiel_goods.goods_input_oil_add=3.4; materiel_goods.goods_input_steel_add=3.2; materiel_goods.goods_input_ammunition_add=3.2; materiel_goods.goods_input_computers_add=3,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Planetary defense destroyers are the mobile surface layer of a global interception architecture. Their weapons are assigned by a network spanning oceans, atmosphere, and orbit, allowing dispersed escorts to combine fire as if they were a single enormous battery."
ship_type_cruiser_11,Autonomous Missile Cruiser,tech_military_naval_forces_11,cruiser,modification_construction_cost=160; modifier.ship_max_distance_to_port_add=13; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=6600; modifier.ship_crew_max_add=50; modifier.ship_movement_speed_add=11; modifier.ship_supply_capacity_add=120; modifier.ship_hull_damage_add=175; modifier.ship_crew_damage_add=75; modifier.ship_armor_add=350; modifier.ship_critical_hit_chance_add=0.29; modifier.ship_critical_hit_multiplier_add=2.9; modifier.ship_vulnerability_add=5; modifier.ship_screening_add=90; modifier.ship_readiness_gain_add=16; modifier.ship_accuracy_add=21; modifier.ship_visibility_add=34; modifier.ship_detection_add=85; modifier.ship_blockade_strength_add=280; modifier.ship_carrying_capacity_add=7; modifier.ship_marine_capacity_add=0.15; construction_goods.goods_input_steel_add=3400; construction_goods.goods_input_engines_add=1700; construction_goods.goods_input_computers_add=1200; materiel_goods.goods_input_oil_add=1.6; materiel_goods.goods_input_steel_add=1.4; materiel_goods.goods_input_ammunition_add=1.4; materiel_goods.goods_input_computers_add=1.2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Autonomous battle management lets the missile cruiser coordinate dozens of simultaneous engagements across sea, air, and land. Its vertical cells carry a mixed arsenal chosen less for a single mission than for the ability to rewrite the task force’s fire plan while already in combat."
ship_type_cruiser_12,Hypersonic Arsenal Cruiser,tech_military_naval_forces_12,cruiser,modification_construction_cost=170; modifier.ship_max_distance_to_port_add=14; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=7200; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=12; modifier.ship_supply_capacity_add=130; modifier.ship_hull_damage_add=190; modifier.ship_crew_damage_add=80; modifier.ship_armor_add=380; modifier.ship_critical_hit_chance_add=0.3; modifier.ship_critical_hit_multiplier_add=3; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=95; modifier.ship_readiness_gain_add=17; modifier.ship_accuracy_add=22; modifier.ship_visibility_add=36; modifier.ship_detection_add=90; modifier.ship_blockade_strength_add=300; modifier.ship_carrying_capacity_add=7.5; modifier.ship_marine_capacity_add=0.1; construction_goods.goods_input_steel_add=3600; construction_goods.goods_input_engines_add=1800; construction_goods.goods_input_computers_add=1400; materiel_goods.goods_input_oil_add=1.8; materiel_goods.goods_input_steel_add=1.6; materiel_goods.goods_input_ammunition_add=1.6; materiel_goods.goods_input_computers_add=1.4,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","The hypersonic arsenal cruiser exists to deliver overwhelming salvos at operational depth. Long-range boost weapons can reach fleets and land installations before slower forces close the distance, making the cruiser a mobile theater strike complex."
ship_type_cruiser_13,Uncrewed Arsenal Cruiser,tech_military_naval_forces_13,cruiser,modification_construction_cost=180; modifier.ship_max_distance_to_port_add=15; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=7800; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=13; modifier.ship_supply_capacity_add=140; modifier.ship_hull_damage_add=205; modifier.ship_crew_damage_add=85; modifier.ship_armor_add=410; modifier.ship_critical_hit_chance_add=0.31; modifier.ship_critical_hit_multiplier_add=3.1; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=100; modifier.ship_readiness_gain_add=18; modifier.ship_accuracy_add=23; modifier.ship_visibility_add=38; modifier.ship_detection_add=95; modifier.ship_blockade_strength_add=320; modifier.ship_carrying_capacity_add=8; modifier.ship_marine_capacity_add=0.05; construction_goods.goods_input_steel_add=3800; construction_goods.goods_input_engines_add=1900; construction_goods.goods_input_computers_add=1600; materiel_goods.goods_input_oil_add=2; materiel_goods.goods_input_steel_add=1.8; materiel_goods.goods_input_ammunition_add=1.8; materiel_goods.goods_input_computers_add=1.6,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","An uncrewed arsenal cruiser replaces accommodation and survivability systems for sailors with magazines, power, armor, and machinery. It is a deliberately expendable concentration of firepower that can be sent into missile envelopes too dangerous for crewed capital ships."
ship_type_cruiser_14,Drone Carrier Cruiser,tech_military_naval_forces_14,cruiser,modification_construction_cost=190; modifier.ship_max_distance_to_port_add=16; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=8400; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=14; modifier.ship_supply_capacity_add=150; modifier.ship_hull_damage_add=220; modifier.ship_crew_damage_add=90; modifier.ship_armor_add=440; modifier.ship_critical_hit_chance_add=0.32; modifier.ship_critical_hit_multiplier_add=3.2; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=105; modifier.ship_readiness_gain_add=19; modifier.ship_accuracy_add=24; modifier.ship_visibility_add=40; modifier.ship_detection_add=100; modifier.ship_blockade_strength_add=340; modifier.ship_carrying_capacity_add=8.5; modifier.ship_marine_capacity_add=0; construction_goods.goods_input_steel_add=4000; construction_goods.goods_input_engines_add=2000; construction_goods.goods_input_computers_add=1800; materiel_goods.goods_input_oil_add=2.2; materiel_goods.goods_input_steel_add=2; materiel_goods.goods_input_ammunition_add=2; materiel_goods.goods_input_computers_add=1.8,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Drone carrier cruisers fill the space between escort and aircraft carrier. They launch large numbers of unmanned scouts, strike aircraft, surface craft, and antisubmarine vehicles, giving smaller task forces their own persistent robotic air and sea wing."
ship_type_cruiser_15,Directed-Energy Cruiser,tech_military_naval_forces_15,cruiser,modification_construction_cost=200; modifier.ship_max_distance_to_port_add=17; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=9000; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=15; modifier.ship_supply_capacity_add=160; modifier.ship_hull_damage_add=235; modifier.ship_crew_damage_add=95; modifier.ship_armor_add=470; modifier.ship_critical_hit_chance_add=0.33; modifier.ship_critical_hit_multiplier_add=3.3; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=110; modifier.ship_readiness_gain_add=20; modifier.ship_accuracy_add=25; modifier.ship_visibility_add=42; modifier.ship_detection_add=105; modifier.ship_blockade_strength_add=360; modifier.ship_carrying_capacity_add=9; modifier.ship_marine_capacity_add=0; construction_goods.goods_input_steel_add=4200; construction_goods.goods_input_engines_add=2100; construction_goods.goods_input_computers_add=2000; materiel_goods.goods_input_oil_add=2.4; materiel_goods.goods_input_steel_add=2.2; materiel_goods.goods_input_ammunition_add=2.2; materiel_goods.goods_input_computers_add=2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Directed-energy cruisers carry the generators and thermal machinery needed to use lasers as primary fleet weapons rather than point defense. They can burn through sensors, thin-skinned craft, and incoming salvos while preserving missiles for targets that demand explosive force."
ship_type_cruiser_16,Fusion Battlecruiser,tech_military_naval_forces_16,cruiser,modification_construction_cost=210; modifier.ship_max_distance_to_port_add=18; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=9600; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=16; modifier.ship_supply_capacity_add=170; modifier.ship_hull_damage_add=250; modifier.ship_crew_damage_add=100; modifier.ship_armor_add=500; modifier.ship_critical_hit_chance_add=0.34; modifier.ship_critical_hit_multiplier_add=3.4; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=115; modifier.ship_readiness_gain_add=21; modifier.ship_accuracy_add=26; modifier.ship_visibility_add=44; modifier.ship_detection_add=110; modifier.ship_blockade_strength_add=380; modifier.ship_carrying_capacity_add=9.5; modifier.ship_marine_capacity_add=0; construction_goods.goods_input_steel_add=4400; construction_goods.goods_input_engines_add=2200; construction_goods.goods_input_computers_add=2200; materiel_goods.goods_input_oil_add=2.6; materiel_goods.goods_input_steel_add=2.4; materiel_goods.goods_input_ammunition_add=2.4; materiel_goods.goods_input_computers_add=2.2,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Fusion power restores the cruiser as a true fast capital combatant. High sustained speed, vast electrical generation, and long endurance allow it to operate independently across entire oceans while powering sensors and weapons that would overwhelm older propulsion plants."
ship_type_cruiser_17,Deep-Ocean Control Cruiser,tech_military_naval_forces_17,cruiser,modification_construction_cost=220; modifier.ship_max_distance_to_port_add=19; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=10200; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=17; modifier.ship_supply_capacity_add=180; modifier.ship_hull_damage_add=265; modifier.ship_crew_damage_add=105; modifier.ship_armor_add=530; modifier.ship_critical_hit_chance_add=0.35; modifier.ship_critical_hit_multiplier_add=3.5; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=120; modifier.ship_readiness_gain_add=22; modifier.ship_accuracy_add=27; modifier.ship_visibility_add=46; modifier.ship_detection_add=115; modifier.ship_blockade_strength_add=400; modifier.ship_carrying_capacity_add=10; modifier.ship_marine_capacity_add=0; construction_goods.goods_input_steel_add=4600; construction_goods.goods_input_engines_add=2300; construction_goods.goods_input_computers_add=2400; materiel_goods.goods_input_oil_add=2.8; materiel_goods.goods_input_steel_add=2.6; materiel_goods.goods_input_ammunition_add=2.6; materiel_goods.goods_input_computers_add=2.4,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Deep-ocean control cruisers command networks of surface, undersea, and airborne autonomous vehicles. Their mission is not simply to destroy ships but to occupy an enormous volume of ocean with sensors, patrol routes, mines, and remotely positioned weapons."
ship_type_cruiser_18,Orbital-Linked Cruiser,tech_military_naval_forces_18,cruiser,modification_construction_cost=230; modifier.ship_max_distance_to_port_add=20; modifier.ship_construction_progress_max_add=25; modifier.ship_hit_points_max_add=10800; modifier.ship_crew_max_add=20; modifier.ship_movement_speed_add=18; modifier.ship_supply_capacity_add=190; modifier.ship_hull_damage_add=280; modifier.ship_crew_damage_add=110; modifier.ship_armor_add=560; modifier.ship_critical_hit_chance_add=0.36; modifier.ship_critical_hit_multiplier_add=3.6; modifier.ship_vulnerability_add=0; modifier.ship_screening_add=125; modifier.ship_readiness_gain_add=23; modifier.ship_accuracy_add=28; modifier.ship_visibility_add=48; modifier.ship_detection_add=120; modifier.ship_blockade_strength_add=420; modifier.ship_carrying_capacity_add=10.5; modifier.ship_marine_capacity_add=0; construction_goods.goods_input_steel_add=4800; construction_goods.goods_input_engines_add=2400; construction_goods.goods_input_computers_add=2600; materiel_goods.goods_input_oil_add=3; materiel_goods.goods_input_steel_add=2.8; materiel_goods.goods_input_ammunition_add=2.8; materiel_goods.goods_input_computers_add=2.6,"Continue the final live per-tier delta (Era9→10; carrier Era7→8). Floors: crew >=20; vulnerability, marine capacity and carrying capacity >=0. Preserve all constant group, distance-damage, accuracy-vs-class, icon/profile, AI and flagship fields from the current final ship.","Orbital links place the cruiser inside a global sensor and targeting web. Fire-control solutions can arrive from satellites or distant fleets, while the ship’s own weapons can be assigned against targets far beyond its organic horizon."
